franja,casos,incremento_distancia_medio_pct,reduccion_ier_media_pct,proporcion_rutas_modificadas
General,30,1.9330121569044343,8.696404383663738,0.7333333333333333
Madrugada,30,1.4892233566878554,8.365859503548922,0.6
Mañana,30,1.5441005499979152,7.0926972667308705,0.7
Noche,30,2.287318519483686,9.303706624240233,0.7333333333333333
Tarde,30,3.204741406086366,11.801746708493896,0.7333333333333333
