paso_metros,agregacion,tiempo_segundos,ier_medio,ier_desvio,correlacion_con_referencia_25m_media,mae_con_referencia_25m_media
25,maximo,0.42032750020734966,0.201019404496642,0.11887915255185662,0.999820745411519,0.0015199694948467993
50,maximo,0.3527234001085162,0.2010130327222098,0.11887815122808067,0.9998205765751185,0.0015147565930594552
100,maximo,0.36349839996546507,0.2010093585102465,0.11887978118495945,0.9998203954769335,0.0015125976791202016
25,media,0.46242510015144944,0.19949943500179518,0.11839853648218229,1.0,0.0
50,media,0.39172469987533987,0.19950438613599739,0.11840498200048408,0.9999987776661655,9.440326673221573e-05
100,media,0.40272410004399717,0.19950577816783363,0.11840198699560209,0.9999961752807186,0.00015672625523188827
25,percentil_75,0.606593000004068,0.20032057382224386,0.11867408567413713,0.9999465358863704,0.0008211691986065706
50,percentil_75,0.6301504999864846,0.200308226022215,0.11866783090265892,0.9999428197876514,0.0008105440154460326
100,percentil_75,0.553313999902457,0.20026115293629979,0.11864927298498146,0.9999464537889642,0.0007654585745172245
